id,num_recipients,school,school_type,state,zip_code,avg_disbursed_loan,zip_median_household_income,degree_length,room_and_board_price,in_state_tuition,out_of_state_tuition,early_career_pay_estimate,mid_career_pay_estimate,stem_percent,total_enrollment,american_indian_alaska_native_enrolled,asian_enrolled,black_enrolled,hispanic_enrolled,native_hawaiian_pacific_islander_enrolled,non_resident_foreign_enrolled,total_minority_enrolled,two_or_more_races_enrolled,unknown_enrolled,white_enrolled,women_enrolled,county_name,county_labor_force,county_employed,county_unemployed
622,54,NORTH COUNTRY COMMUNITY COLLEGE,PUBLIC,NY,12983,961.888948787062,44455,2 Year,10350.0,6008,12638,,,,1962,25,10,26,1,2,25,128,64,112,1697,1221,Franklin,22260,20232,2028
623,3368,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PUBLIC,PA,15233,1576.485176338345,32885,2 Year,,4194,10920,,,,17153,62,428,3026,226,20,7,4018,256,2923,10205,9915,Allegheny,634199,587635,46564
624,1245,PHOENIX COLLEGE,PUBLIC,AZ,85013,1860.230217345432,42936,2 Year,,2580,9810,,,,12107,331,402,1221,5496,29,60,7655,176,1170,3222,7520,Maricopa,1923669,1741749,181920
625,0,WAUBONSEE COMMUNITY COLLEGE,PUBLIC,IL,60554,2250.0,106530,2 Year,,4080,11295,,,,10904,10,353,757,3773,3,0,5112,216,340,5452,6133,Kane,266908,237132,29776
626,384,WASHINGTON STATE COMMUNITY COLLEGE,PUBLIC,OH,45750,1240.2125,41652,2 Year,,4736,4766,,,,1623,8,3,16,21,1,0,67,18,12,1544,1020,Washington,29845,26429,3416
627,601,D'YOUVILLE COLLEGE,PRIVATE,NY,14201,3026.490818549642,20749,4 Year,12224.0,26750,26750,,,,3067,20,110,277,121,1,356,589,60,73,2049,2142,Erie,466015,426603,39412
628,645,EASTERN CONNECTICUT STATE UNIVERSITY,PUBLIC,CT,6226,2417.442157558552,39346,4 Year,13560.0,11356,22596,49200.0,87800.0,14.0,5287,16,151,346,482,6,55,1138,137,428,3666,2798,Windham,64559,57576,6983
629,7,LANEY COLLEGE,PUBLIC,CA,94607,1956.9375,34091,2 Year,,1461,9201,,,,10548,32,2766,2665,2077,51,84,8146,555,556,1762,5776,Alameda,782680,695343,87337
630,1838,JACKSONVILLE STATE UNIVERSITY,PUBLIC,AL,36265,2670.274380516856,41667,4 Year,8100.0,10425,20145,43800.0,80000.0,7.0,8659,61,50,2030,110,7,211,2258,0,256,5934,4978,Calhoun,51577,45798,5779
631,483,COPIAH-LINCOLN COMMUNITY COLLEGE,PUBLIC,MS,39191,1168.6069394096323,41175,2 Year,3850.0,3180,5180,,,,3029,3,8,1301,32,0,5,1355,11,36,1633,1865,Copiah,12012,10677,1335
632,616,ANOKA TECHNICAL COLLEGE,PUBLIC,MN,55303,2055.414765100671,66716,2 Year,,5584,5584,,,,2221,13,84,164,87,3,1,420,69,47,1753,1294,Anoka,187507,172432,15075
633,15,AMERICAN INDIAN COLLEGE OF THE ASSEMBLIES OF GOD,PRIVATE,AZ,85021,2147.6744186046512,39556,4 Year,6250.0,958,958,,,,91,61,2,5,13,4,0,85,0,0,6,49,Maricopa,1923669,1741749,181920
634,1325,GEORGIA MILITARY COLLEGE,PUBLIC,GA,31061,1159.2992193044713,36459,2 Year,,6120,6120,,,,7262,93,123,3125,395,23,16,3779,20,447,3020,4408,Baldwin,19261,16264,2997
635,342,RICHLAND COLLEGE,PUBLIC,TX,75243,1764.6953242835596,38205,2 Year,,1770,5220,,,,19343,63,2797,3997,5874,16,134,12998,251,874,5337,10611,Dallas,1195683,1092540,103143
636,1419,BOSTON COLLEGE,PRIVATE,MA,2467,4199.042142530836,114140,4 Year,14478.0,55464,55464,63600.0,115400.0,13.0,14317,15,1144,575,1238,1,1401,3348,375,1269,8299,7808,Norfolk,358241,332356,25885
637,209,LAKE AREA TECHNICAL INSTITUTE,PUBLIC,SD,57201,2054.1008064516127,44434,2 Year,,6364,6364,,,,1654,29,8,3,24,0,0,64,0,120,1470,784,Codington,15128,14356,772
638,390,IONA COLLEGE,PRIVATE,NY,10801,2556.621273989384,54056,4 Year,15278.0,38812,38812,,,,3909,9,82,308,742,6,112,1207,60,379,2211,2104,Westchester,479056,443099,35957
639,467,CAPITAL UNIVERSITY,PRIVATE,OH,43209,3597.792275365219,55238,4 Year,10842.0,35466,35466,,,,3494,4,50,338,135,2,54,663,134,105,2672,1979,Franklin,627864,571892,55972
640,155,BUCKNELL UNIVERSITY,PRIVATE,PA,17837,3116.38946244215,47136,4 Year,13662.0,56092,56092,66700.0,122900.0,40.0,3624,1,126,114,187,0,222,552,124,14,2836,1883,Union,19138,17704,1434
641,8,CAROLINA CHRISTIAN COLLEGE,PRIVATE,NC,27105,2392.361111111112,30530,4 Year,,8300,8300,,,,53,1,0,50,1,0,0,52,0,0,1,27,Forsyth,173644,156216,17428
642,199,MERCY COLLEGE OF HEALTH SCIENCES,PRIVATE,IA,50309,1807.6881463802704,30864,4 Year,,17752,17752,,,,774,2,21,36,19,0,0,81,3,8,685,681,Polk,244314,229491,14823
643,858,SAINT XAVIER UNIVERSITY,PRIVATE,IL,60655,2887.9186633039094,85101,4 Year,11340.0,33880,33880,49400.0,91200.0,10.0,4073,12,112,668,920,2,13,1785,71,202,2073,2803,Cook,2640576,2350480,290096
644,539,YORK TECHNICAL COLLEGE,PUBLIC,SC,29730,1815.728115345005,39224,2 Year,,5740,12190,,,,5061,40,57,1233,267,2,1,2094,495,45,2921,3023,York,116684,102355,14329
645,892,AURORA UNIVERSITY,PRIVATE,IL,60506,2391.9979006298117,52825,4 Year,11700.0,24260,24260,,,,5084,19,97,450,927,1,9,1586,92,249,3240,3458,Kane,266908,237132,29776
646,70,CUYAMACA COLLEGE,PUBLIC,CA,92019,1951.01593625498,75715,2 Year,,1428,9168,,,,8644,37,504,520,2849,42,41,4481,529,125,3997,4602,San Diego,1515862,1348833,167029
647,29,AMERICAN JEWISH UNIVERSITY,PRIVATE,CA,90077,4592.107569721115,184338,4 Year,17362.0,31826,31826,,,,204,2,0,2,6,1,0,12,1,127,65,108,Los Angeles,4940672,4318722,621950
648,1240,TARLETON STATE UNIVERSITY,PUBLIC,TX,76401,2430.926056338028,38052,4 Year,11800.0,9077,21412,,,,11681,68,121,959,1783,10,72,3283,342,97,8229,7122,Erath,20527,19197,1330
649,44,OAK HILLS CHRISTIAN COLLEGE,PRIVATE,MN,56601,1883.6275303643724,48182,4 Year,6984.0,17314,17314,,,,141,5,2,3,4,0,1,14,0,0,126,77,Beltrami,22609,20748,1861
650,421,MINOT STATE UNIVERSITY,PUBLIC,ND,58707,2259.6536132418246,-,4 Year,6610.0,7064,7064,44500.0,74100.0,7.0,3410,52,46,167,167,13,411,545,100,94,2360,2068,Ward,31588,30518,1070
651,303,MONTREAT COLLEGE,PRIVATE,NC,28757,2797.063674321503,45556,4 Year,9149.0,26670,26670,,,,933,18,12,196,18,1,40,265,20,59,569,545,Buncombe,124191,113649,10542
652,770,SCOTTSDALE COMMUNITY COLLEGE,PUBLIC,AZ,85256,1909.94648478489,36385,2 Year,,2580,12330,,,,9863,476,276,457,1525,30,126,2971,207,789,5977,5240,Maricopa,1923669,1741749,181920
653,69,JUNIATA COLLEGE,PRIVATE,PA,16652,2377.729133858268,44785,4 Year,12521.0,45597,45597,,,,1632,0,52,42,63,0,160,200,43,104,1168,883,Huntingdon,21034,18844,2190
654,175,LAKES REGION COMMUNITY COLLEGE,PUBLIC,NH,3246,1891.7156308851224,48559,2 Year,,6720,14970,,,,1183,5,13,7,15,1,0,52,11,344,787,623,Belknap,32321,30166,2155
655,467,ROBERTS WESLEYAN COLLEGE,PRIVATE,NY,14624,2756.448216141323,59253,4 Year,10628.0,31818,31818,,,,1762,10,18,215,100,2,63,389,44,35,1275,1257,Monroe,378548,347553,30995
656,60,DAVIS COLLEGE,PRIVATE,NY,13790,1846.4462025316457,39264,4 Year,8100.0,17150,17150,,,,193,1,0,74,6,0,0,81,0,3,109,157,Broome,97931,89241,8690
657,342,MORAINE VALLEY COMMUNITY COLLEGE,PUBLIC,IL,60465,2061.3865877712037,54902,2 Year,,4356,11196,,,,15286,39,364,1382,3348,9,243,5393,251,1308,8342,8099,Cook,2640576,2350480,290096
658,243,WALLA WALLA UNIVERSITY,PRIVATE,WA,99324,1947.5407107512367,42304,4 Year,4275.0,28035,28035,53700.0,97800.0,22.0,1887,22,122,55,234,8,13,446,5,84,1344,1020,Walla Walla,29975,27811,2164
659,854,UNIVERSITY OF SAN DIEGO,PRIVATE,CA,92110,4977.343822843823,56166,4 Year,12980.0,49358,49358,58900.0,109400.0,12.0,8349,42,641,291,1505,30,611,2917,408,415,4406,4761,San Diego,1515862,1348833,167029
660,530,SUFFOLK UNIVERSITY,PRIVATE,MA,2108,6847.324346184955,92863,4 Year,17846.0,38566,38566,,,,8215,10,588,519,812,1,1501,2076,146,823,3815,4635,Suffolk,393897,364690,29207
661,155,NEWBERRY COLLEGE,PRIVATE,SC,29108,2264.029823493609,37781,4 Year,10666.0,26424,26424,41200.0,74700.0,14.0,1093,4,7,283,48,1,41,375,32,26,651,518,Newberry,18738,16687,2051
662,287,ELON UNIVERSITY,PRIVATE,NC,27244,3689.703087313073,46285,4 Year,12230.0,35319,35319,53600.0,93700.0,7.0,6483,29,146,391,316,3,107,995,110,92,5289,3856,Alamance,77083,68786,8297
663,238,TABOR COLLEGE,PRIVATE,KS,67063,2285.6611039794607,53138,4 Year,9850.0,28245,28245,43300.0,77500.0,7.0,766,3,5,64,83,2,12,182,25,48,524,379,Marion,6742,6347,395
664,810,LEHIGH CARBON COMMUNITY COLLEGE,PUBLIC,PA,18078,1450.8977644492911,78789,2 Year,,4080,10620,,,,6779,13,140,439,882,0,25,1735,261,723,4296,4082,Lehigh,176587,160843,15744
665,396,BOB JONES UNIVERSITY,PROPRIETARY,SC,29614,2089.778395552026,39028,4 Year,6976.0,18150,18150,,,,3108,8,73,44,177,12,180,394,80,205,2329,1702,Greenville,222091,200398,21693
666,0,DEPAUL UNIVERSITY,PRIVATE,IL,60604,3583.0,103720,4 Year,14235.0,39975,39975,55700.0,102900.0,15.0,23799,19,1777,2123,3388,37,1381,8139,795,1408,12871,12650,Cook,2640576,2350480,290096
667,46,LYON COLLEGE,PRIVATE,AR,72501,2186.3491379310344,32370,4 Year,9130.0,28790,28790,41200.0,74300.0,33.0,712,10,11,47,44,0,24,112,0,46,530,338,Independence,17042,15596,1446
668,83,CRAVEN COMMUNITY COLLEGE,PUBLIC,NC,28562,2033.465564738292,50370,2 Year,,2578,8338,,,,2991,22,43,625,210,11,55,1001,90,117,1818,1804,Craven,42438,37928,4510
669,187,SOUTHEAST ARKANSAS COLLEGE,PUBLIC,AR,71603,1508.5849335302808,41736,2 Year,,3850,6730,,,,1432,6,7,879,17,1,0,910,0,0,522,1009,Jefferson,33924,30505,3419
670,7,LIM COLLEGE,PROPRIETARY,NY,10022,10054.545454545454,109625,4 Year,20350.0,27030,27030,,,,1737,9,80,278,280,14,106,680,19,43,908,1594,New York,887865,811259,76606
671,410,OKLAHOMA CITY UNIVERSITY,PRIVATE,OK,73106,4785.757014925373,36902,4 Year,8896.0,31026,31026,47700.0,87900.0,9.0,3035,87,74,162,203,1,497,727,200,20,1791,1778,Oklahoma,353861,332961,20900
672,66,BOWDOIN COLLEGE,PRIVATE,ME,4011,3786.0283018867926,50733,4 Year,14698.0,53922,53922,61300.0,112000.0,37.0,1805,2,114,88,229,0,98,550,117,10,1147,903,Cumberland,156505,145927,10578
673,907,METROPOLITAN COLLEGE OF NEW YORK,PRIVATE,NY,10013,3229.8102508178845,64806,4 Year,,19454,19454,,,,1228,13,29,727,243,2,42,1029,15,95,62,862,New York,887865,811259,76606
674,430,TEXAS CHRISTIAN UNIVERSITY,PRIVATE,TX,76129,3506.010963455149,-,4 Year,12804.0,46950,46950,56000.0,98700.0,9.0,10033,81,277,479,1060,29,521,1981,55,253,7278,5940,Tarrant,926222,850393,75829
675,103,BENEDICTINE COLLEGE,PRIVATE,KS,66002,2316.358802271554,43099,4 Year,10300.0,29530,29530,48700.0,91800.0,13.0,2138,8,26,70,112,7,68,318,95,62,1690,1124,Atchison,7933,7160,773
676,6267,PORTLAND COMMUNITY COLLEGE,PUBLIC,OR,97219,1393.0947523398886,74841,2 Year,,5408,11483,,,,30929,318,2125,1775,3181,178,800,9232,1655,2177,18720,16624,Multnomah,420658,379568,41090
677,245,WAGNER COLLEGE,PRIVATE,NY,10301,2915.014335360556,53943,4 Year,14124.0,47090,47090,,,,2231,3,74,149,202,1,78,467,38,165,1521,1421,Richmond,218630,197881,20749
678,488,CLARK STATE COMMUNITY COLLEGE,PUBLIC,OH,45505,1256.465768799102,28946,2 Year,,4480,8420,,,,5969,41,65,1016,71,11,79,1205,1,310,4375,3782,Clark,68389,60809,7580
679,923,NORTHWESTERN MICHIGAN COLLEGE,PUBLIC,MI,49686,2233.5631801692866,50633,2 Year,8750.0,4174,9611,,,,4502,80,33,50,114,5,42,385,103,292,3783,2400,Grand Traverse,47109,41783,5326
680,63,LUNA COMMUNITY COLLEGE,PUBLIC,NM,87701,1323.741071428571,32176,2 Year,,962,2426,,,,1440,10,7,15,975,6,0,1020,7,19,401,775,San Miguel,11113,10089,1024
681,72,SOUTHWESTERN ADVENTIST UNIVERSITY,PRIVATE,TX,76059,2441.0864553314123,26875,4 Year,7600.0,21564,21564,,,,810,2,48,127,345,12,35,567,33,9,199,471,Johnson,72051,65766,6285
682,31,GRATZ COLLEGE,PRIVATE,PA,19027,3166.616666666667,76479,4 Year,,17630,17630,,,,612,1,5,9,8,1,1,32,8,222,357,459,Montgomery,429194,400320,28874
683,273,NORTH ARKANSAS COLLEGE,PUBLIC,AR,72601,1974.1676514032497,37438,2 Year,,2850,5790,,,,1976,17,4,7,101,1,3,195,65,0,1778,1167,Boone,16502,15259,1243
684,491,FORT LEWIS COLLEGE,PUBLIC,CO,81301,2334.198839458414,54866,4 Year,9878.0,9040,19696,48300.0,82600.0,19.0,3791,887,24,31,388,8,53,1565,227,108,2065,1846,La Plata,29766,27527,2239
685,35,TRINITY COLLEGE OF FLORIDA,PRIVATE,FL,34655,2213.520930232558,58970,4 Year,6650.0,16340,16340,,,,229,0,4,50,32,0,5,90,4,14,120,98,Pasco,205550,181719,23831
686,1461,ONONDAGA COMMUNITY COLLEGE,PUBLIC,NY,13215,1621.2294407894738,79255,2 Year,10140.0,5484,10384,,,,12271,137,343,1531,590,18,68,2963,344,2317,6923,6409,Onondaga,237164,217786,19378
687,403,WHARTON COUNTY JUNIOR COLLEGE,PUBLIC,TX,77488,2140.9929906542056,41297,2 Year,4200.0,3030,6120,,,,7152,18,807,823,2538,20,3,4297,91,7,2845,3971,Wharton,21309,19450,1859
688,314,CLEVELAND STATE COMMUNITY COLLEGE,PUBLIC,TN,37312,1522.0810218978102,51502,2 Year,,4539,17445,,,,3522,10,50,218,128,2,5,449,41,142,2926,2154,Bradley,46481,42041,4440
689,224,PRESENTATION COLLEGE,PRIVATE,SD,57401,2456.336468129572,46544,4 Year,9578.0,19995,19995,,,,729,11,9,83,55,0,10,178,20,62,479,468,Brown,20994,20196,798
690,333,KEUKA COLLEGE,PRIVATE,NY,14478,2174.32793690328,41042,4 Year,11906.0,32093,32093,,,,1997,14,12,155,63,6,69,268,18,128,1532,1504,Yates,12239,11317,922
691,197,SOUTHWEST WISCONSIN TECHNICAL COLLEGE,PUBLIC,WI,53809,1625.339037433155,46144,2 Year,,4026,6039,,,,2334,10,25,41,31,2,0,163,54,9,2162,1215,Grant,27797,25721,2076
692,272,NOTRE DAME OF MARYLAND UNIVERSITY,PRIVATE,MD,21210,3871.281325301205,92625,4 Year,11850.0,36900,36900,48300.0,86400.0,3.0,2764,22,188,631,113,6,31,960,0,58,1715,2388,Baltimore,432111,395705,36406
693,263,SOUTH COAST COLLEGE,PROPRIETARY,CA,92868,1467.366500829187,70888,2 Year,,11594,11594,,,,342,2,30,10,129,1,1,191,19,28,122,312,Orange,1537701,1383916,153785
694,643,WILLIAM CAREY UNIVERSITY,PRIVATE,MS,39401,1902.5896043444527,26891,4 Year,6810.0,12600,12600,41100.0,71800.0,6.0,3936,17,119,1096,59,0,95,1291,0,50,2500,2636,Forrest,34157,30915,3242
695,300,MEREDITH COLLEGE,PRIVATE,NC,27607,2535.7487814023248,55037,4 Year,10930.0,37176,37176,,,,1886,11,64,197,62,2,65,395,59,72,1354,1856,Wake,482446,442867,39579
696,683,MALONE UNIVERSITY,PRIVATE,OH,44709,2180.093686941482,41118,4 Year,9500.0,30860,30860,,,,1962,6,12,155,43,3,26,264,45,13,1659,1185,Stark,192248,170423,21825
697,360,GENEVA COLLEGE,PRIVATE,PA,15010,2207.824805566926,46384,4 Year,10170.0,26730,26730,,,,1717,2,12,171,16,0,3,235,34,13,1466,903,Beaver,85350,78229,7121
698,143,CLARKE UNIVERSITY,PRIVATE,IA,52001,2651.056486654252,41109,4 Year,9600.0,33350,33350,44900.0,80200.0,6.0,1200,1,9,33,44,0,13,103,16,25,1059,836,Dubuque,54082,50899,3183
699,1922,JACKSON STATE UNIVERSITY,PUBLIC,MS,39217,2590.1717907416487,-,4 Year,9552.0,8226,19454,41700.0,74600.0,16.0,9508,39,43,8491,38,1,276,8708,96,0,524,6145,Hinds,114138,103236,10902
700,0,SOUTHSIDE VIRGINIA COMMUNITY COLLEGE,PUBLIC,VA,23821,1294.5,34321,2 Year,,4695,10623,,,,5352,17,29,1951,126,6,10,2242,113,37,3063,3419,Brunswick,6968,6165,803
701,114,JAMES SPRUNT COMMUNITY COLLEGE,PUBLIC,NC,28349,1488.7067448680352,46442,2 Year,,2501,8645,,,,1213,4,3,384,183,2,3,592,16,0,618,826,Duplin,25908,23531,2377
702,782,TREVECCA NAZARENE UNIVERSITY,PRIVATE,TN,37210,3022.981860285604,25662,4 Year,8400.0,25598,25598,45300.0,81700.0,5.0,2606,9,27,372,71,3,21,555,73,342,1688,1569,Davidson,342568,314127,28441
703,1689,BLOOMSBURG UNIVERSITY OF PENNSYLVANIA,PUBLIC,PA,17815,2293.081225731976,45206,4 Year,9686.0,10958,22532,,,,9998,7,112,779,491,11,119,1609,209,145,8125,5750,Columbia,34620,31483,3137
704,1237,LAKE SUPERIOR COLLEGE,PUBLIC,MN,55811,2327.357429718876,56584,2 Year,,5166,6270,,,,5101,55,65,176,105,8,16,586,177,248,4251,2888,St. Louis,103461,95040,8421
705,534,EVERETT COMMUNITY COLLEGE,PUBLIC,WA,98201,1266.2232258064516,41028,2 Year,8500.0,4417,4417,,,,7516,93,444,194,635,27,272,1873,480,1011,4360,4179,Snohomish,383222,345153,38069
706,1329,NEW JERSEY CITY UNIVERSITY,PUBLIC,NJ,7305,2331.936489218329,54009,4 Year,12738.0,12051,21573,48700.0,87600.0,9.0,8136,19,660,1624,2623,0,143,5024,98,651,2318,5158,Hudson,354033,319761,34272
707,428,MEDAILLE COLLEGE,PRIVATE,NY,14214,2690.925309849968,40486,4 Year,13500.0,29500,29500,,,,2479,15,42,487,127,5,67,764,88,165,1483,1718,Erie,466015,426603,39412
708,2527,COLUMBIA SOUTHERN UNIVERSITY,PROPRIETARY,AL,36561,1308.8093385214008,66993,4 Year,,6785,6785,,,,21359,173,629,5373,1248,44,16,8028,561,1652,11663,8406,Baldwin,83551,75283,8268
709,77,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH,PUBLIC,CA,90033,2407.347593582888,29524,2 Year,,4925,4925,,,,204,1,68,10,79,0,0,159,1,0,45,160,Los Angeles,4940672,4318722,621950
710,13,HEBREW THEOLOGICAL COLLEGE,PRIVATE,IL,60077,2174.0,59197,4 Year,12380.0,12920,12920,,,,468,0,0,0,0,0,0,0,0,0,468,395,Cook,2640576,2350480,290096
711,127,POINT UNIVERSITY,PRIVATE,GA,30344,2395.1047619047617,40443,4 Year,7900.0,20600,20600,,,,1522,3,9,571,51,2,12,708,72,147,655,847,Fulton,486278,434852,51426
712,627,CENTRAL CAROLINA TECHNICAL COLLEGE,PUBLIC,SC,29150,1169.078471863707,37144,2 Year,,5760,9630,,,,3963,6,28,1730,114,2,0,1915,35,115,1933,2667,Sumter,44822,39159,5663
713,591,ROGUE COMMUNITY COLLEGE,PUBLIC,OR,97527,1315.8317857142856,41399,2 Year,,5550,6630,,,,5099,83,58,43,690,28,3,1056,154,238,3802,2903,Josephine,34633,29735,4898
714,1466,NORTHEAST WISCONSIN TECHNICAL COLLEGE,PUBLIC,WI,54307,2020.8593363925168,-,2 Year,,4473,6486,,,,10406,249,300,238,539,2,0,1498,170,2,8906,6092,Brown,137237,126621,10616
715,689,QUINNIPIAC UNIVERSITY,PRIVATE,CT,6518,3496.083488324034,78368,4 Year,14540.0,47960,47960,55900.0,97700.0,10.0,9035,20,291,463,694,6,201,1614,140,356,6864,5574,New Haven,462399,413886,48513
716,1031,UNIVERSITY OF REDLANDS,PRIVATE,CA,92373,2905.39022451818,72693,4 Year,14278.0,49504,49504,,,,5333,34,362,313,1459,22,72,2363,173,574,2324,2940,San Bernardino,891422,767935,123487
717,118,MILWAUKEE SCHOOL OF ENGINEERING,PRIVATE,WI,53202,1746.4224088013898,44093,4 Year,10389.0,40749,40749,65700.0,117600.0,69.0,2810,6,86,72,125,13,342,343,41,200,1925,676,Milwaukee,476599,429808,46791
718,1226,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PUBLIC,PA,17701,2543.0724521380257,35071,4 Year,11544.0,16740,23880,,,,5623,12,48,184,187,5,75,537,101,156,4855,2028,Lycoming,59284,54149,5135
719,644,WILLIAM WOODS UNIVERSITY,PRIVATE,MO,65251,2567.592413536631,46951,4 Year,9700.0,24110,24110,,,,2031,13,7,67,16,1,6,137,33,441,1447,1387,Callaway,22284,20453,1831
720,111,NAZARENE BIBLE COLLEGE,PRIVATE,CO,80910,1351.6457564575646,34681,4 Year,,14700,14700,33600.0,60100.0,0.0,762,9,6,48,51,3,0,138,21,0,624,285,El Paso,305347,275510,29837
721,658,WILLIAM PENN UNIVERSITY,PRIVATE,IA,52577,2088.7902511078287,42508,4 Year,6952.0,25600,25600,43900.0,78300.0,7.0,1791,10,24,290,135,6,61,494,29,57,1179,894,Mahaska,11891,11073,818
722,154,MARYLAND INSTITUTE COLLEGE OF ART,PRIVATE,MD,21217,3393.983697813121,24735,4 Year,13280.0,48630,48630,49000.0,84500.0,0.0,2262,3,259,137,140,3,301,658,116,136,1167,1624,Baltimore,432111,395705,36406
723,297,MIDSTATE COLLEGE,PROPRIETARY,IL,61614,1650.6270810210876,59825,4 Year,,10820,10820,,,,521,3,3,114,13,0,0,148,15,1,372,399,Peoria,95831,85660,10171
724,492,CISCO COLLEGE,PUBLIC,TX,76437,928.6244162775184,36078,2 Year,4355.0,2940,5070,,,,3608,24,74,288,834,4,60,1285,61,7,2256,2218,Eastland,8124,7419,705
725,115,SOUTHERN ARKANSAS UNIVERSITY TECH,PUBLIC,AR,71701,1448.1844863731656,33997,2 Year,2800.0,5250,6690,,,,1559,8,5,538,36,2,1,612,23,7,939,809,Ouachita,11386,10346,1040
726,273,RARITAN VALLEY COMMUNITY COLLEGE,PUBLIC,NJ,8876,1432.792864222002,87347,2 Year,,5686,7036,,,,8214,19,493,755,1419,30,235,2890,174,621,4468,4205,Somerset,173796,160410,13386
727,1375,EASTERN WASHINGTON UNIVERSITY,PUBLIC,WA,99004,1819.107808055785,44893,4 Year,12793.0,7323,24444,49500.0,87500.0,17.0,13453,167,395,432,1772,37,404,3407,604,975,8667,7482,Spokane,233321,212013,21308
728,308,DAKOTA STATE UNIVERSITY,PUBLIC,SD,57042,2248.1554845580404,41397,4 Year,6873.0,9276,12249,48400.0,84300.0,53.0,3047,25,61,144,115,6,116,426,75,61,2444,1364,Lake,6189,5844,345
729,65,ALBION COLLEGE,PRIVATE,MI,49224,2319.8539419087138,35161,4 Year,12380.0,45775,45775,52100.0,99300.0,23.0,1268,3,23,47,46,1,37,153,33,79,999,631,Calhoun,64398,57068,7330
730,1339,VINCENNES UNIVERSITY,PUBLIC,IN,47591,1879.6266928789864,39517,2 Year,9990.0,5902,13959,,,,19205,49,201,2048,947,31,34,3612,336,1191,14368,8709,Knox,18537,17061,1476
731,2526,MESA COMMUNITY COLLEGE,PUBLIC,AZ,85202,1863.4110204935173,43136,2 Year,,2565,9795,,,,22711,855,897,1409,5261,96,527,8983,465,1734,11467,11514,Maricopa,1923669,1741749,181920
732,7,HAMPSHIRE COLLEGE,PRIVATE,MA,1002,10945.1,54395,4 Year,13606.0,51668,51668,,,,1376,1,31,53,133,1,69,299,80,75,933,815,Hampshire,85594,79777,5817
733,113,IRVINE VALLEY COLLEGE,PUBLIC,CA,92618,1419.8089005235602,88823,2 Year,,1418,9608,,,,13157,11,3330,294,3253,32,800,7565,645,236,4556,6641,Orange,1537701,1383916,153785
734,380,HOUSTON BAPTIST UNIVERSITY,PRIVATE,TX,77074,2811.222986645083,34512,4 Year,8814.0,32530,32530,,,,3128,12,347,794,744,7,124,2024,120,78,902,2002,Harris,2067209,1894670,172539
735,74,FOLSOM LAKE COLLEGE,PUBLIC,CA,95630,1945.4935064935064,95251,2 Year,,1450,9580,,,,7942,63,756,213,1330,47,24,2849,440,165,4904,4568,Sacramento,683829,595476,88353
736,109,SELMA UNIVERSITY,PRIVATE,AL,36701,1423.8207547169811,33986,4 Year,6400.0,7885,7885,,,,558,0,0,543,0,0,0,545,2,8,5,344,Dallas,17782,14839,2943
737,69,EASTERN MAINE COMMUNITY COLLEGE,PUBLIC,ME,4401,1737.9747663551402,41873,2 Year,8930.0,3816,6636,,,,2613,42,26,40,36,4,17,189,41,228,2179,1316,Penobscot,79325,72360,6965
738,0,NORTHERN ARIZONA UNIVERSITY,PUBLIC,AZ,86011,2625.0,14583,4 Year,10282.0,11564,25828,49600.0,90000.0,12.0,27705,838,468,888,5368,62,1246,8961,1337,218,17280,16316,Coconino,72998,65838,7160
739,149,SACRED HEART UNIVERSITY,PRIVATE,CT,6825,2776.2311594202897,101075,4 Year,15310.0,41420,41420,55000.0,100500.0,15.0,7781,14,174,361,497,11,354,1146,89,1019,5262,5188,Fairfield,473108,431251,41857
740,188,FINLANDIA UNIVERSITY,PRIVATE,MI,49930,1970.7467018469656,34083,4 Year,8800.0,22758,22758,,,,493,4,5,19,19,4,35,63,12,51,344,281,Houghton,17777,15920,1857
741,20,YORK COUNTY COMMUNITY COLLEGE,PUBLIC,ME,4090,1496.4173228346456,63117,2 Year,,3630,6450,,,,1699,9,24,7,32,1,7,111,38,212,1369,1082,York,109048,100031,9017
742,109,LEES-MCRAE COLLEGE,PRIVATE,NC,28604,2363.2220200181982,39964,4 Year,11078.0,26198,26198,,,,940,3,6,64,20,0,23,101,8,273,543,622,Watauga,26990,24894,2096
743,50,WOFFORD COLLEGE,PRIVATE,SC,29303,2585.605963791267,29446,4 Year,12685.0,43845,43845,51300.0,96600.0,28.0,1658,3,47,125,54,3,39,285,53,8,1326,852,Spartanburg,133003,117019,15984
744,89,HELENE FULD COLLEGE OF NURSING,PRIVATE,NY,10035,1457.8256302521008,26365,2 Year,,21286,21286,,,,444,0,28,338,39,0,0,406,1,0,38,390,New York,887865,811259,76606
745,645,CUMBERLAND UNIVERSITY,PRIVATE,TN,37087,2546.3721881390597,48904,4 Year,9290.0,22890,22890,45500.0,81000.0,3.0,1481,5,14,181,37,0,51,237,0,246,947,850,Wilson,58550,53558,4992
746,444,BUNKER HILL COMMUNITY COLLEGE,PUBLIC,MA,2129,1846.6190045248868,87633,2 Year,,5580,11760,,,,14253,40,1447,3879,3331,22,664,9100,381,804,3685,8089,Suffolk,393897,364690,29207
